wave NSC_spec NSC_spec_var NSC_spec_org bg_spec gal_spec
4699.98876953125 394.3795506666413 39.23082797897908 414.0413240082057 184.60321044921875 17.343921661376953
4701.23876953125 387.08061954792515 19.323048657818315 405.68479629199146 181.72855377197266 16.000267028808594
4702.48876953125 383.03847345934287 19.00907931889483 400.4484086256233 181.9191665649414 16.00244903564453
4703.73876953125 374.3060589860317 17.71250789887767 391.79884358637884 175.61865234375 16.13996696472168
4704.98876953125 381.21299062518153 18.45268141046987 398.18729441560345 177.29698944091797 15.823773384094238
4706.23876953125 383.26940993600135 18.45523229434662 400.8366411694131 179.89141845703125 15.700919151306152
4707.48876953125 375.04164353667926 17.345094854045065 393.59685036114786 179.82988739013672 15.72663402557373
4708.73876953125 380.7352376655738 17.600278977745795 398.7930570269497 179.58869171142578 15.862916946411133
4709.98876953125 396.53233040068574 18.822090233007103 415.44263442171575 183.77999877929688 16.56440544128418
4711.23876953125 393.07754493119165 18.170297506855032 411.0805755191857 184.19034576416016 16.25494956970215
4712.48876953125 386.63947523153627 18.058271931909267 404.32772316783746 184.73194885253906 16.026247024536133
4713.73876953125 376.2206828761323 17.385030406007584 393.63121387369415 177.8103485107422 15.596461296081543
4714.98876953125 367.7220417459805 16.339376392906455 385.0323892236637 175.8700408935547 15.869793891906738
4716.23876953125 369.6413133714583 16.125776786620406 387.18075498886424 170.7046356201172 15.381684303283691
4717.48876953125 365.75427492566865 15.803176327257725 383.7258929722069 176.95376586914062 15.081470489501953
4718.73876953125 366.63766256328745 15.880926597578156 384.07874478461713 170.28514862060547 15.233116149902344
4719.98876953125 368.3158357434047 15.510837396148906 386.64996264317637 172.90886688232422 15.822168350219727
4721.23876953125 378.5990079586269 16.659249737271765 396.33661526705293 175.3346710205078 15.811010360717773
4722.48876953125 369.65332060408963 16.083086038667243 386.8480206073391 172.5993423461914 15.684436798095703
4723.73876953125 361.8886591286041 16.065009865315655 378.8716179212408 172.28234100341797 15.276073455810547
4724.98876953125 366.2241766864791 16.598962656301236 383.54687441870936 170.87653350830078 15.317365646362305
4726.23876953125 369.07560184131853 16.881346093594367 386.0831321125513 176.4277572631836 15.723010063171387
4727.48876953125 374.2751878560996 17.118567400625693 391.5248119687545 177.097412109375 15.446798324584961
4728.73876953125 377.0608968284398 17.485517204074107 394.0685821584897 177.74862670898438 15.402639389038086
4729.98876953125 378.4585758630051 18.00346058130767 395.69887376153906 176.7472381591797 15.658669471740723
4731.23876953125 372.4730800234439 18.052097326100064 389.35573046884855 174.33702850341797 15.640488624572754
4732.48876953125 381.85054657073204 18.328934502247563 400.61269743225284 180.1224365234375 15.851080894470215
4733.73876953125 386.45652625453044 18.578479949231482 405.27181847281327 181.82791900634766 15.976091384887695
4734.98876953125 398.38634344191314 19.836893537416252 416.4701415172998 180.89864349365234 15.99996280670166
4736.23876953125 392.5222043548748 19.239703663363148 409.78363696645005 186.74407958984375 15.763509750366211
4737.48876953125 394.31929046244574 19.741268960261397 412.85718710126423 182.92910766601562 15.812252044677734
