wave NSC_spec NSC_spec_var spec_bg spec_bg_var central_psf central_psf_var
4777.68 1178.87 25.31787314562639 148.78 0.12974688753168634 1619.16 24.181850787656067
4778.93 1164.77 24.83268610883494 149.12 0.12804604388297872 1606.04 23.71155579528358
4780.18 1170.24 25.14012840912747 149.19 0.12999515533447265 1611.73 24.00193229747338
4781.43 1165.62 25.236576419445896 149.39 0.13094618777011302 1607.71 24.090053371164686
4782.68 1177.1 25.754330381323875 148.77 0.13076471775136095 1617.35 24.60939622663792
4783.93 1154.24 25.335484179842304 149.29 0.12990391508061835 1596.02 24.19808693874532
4785.18 1114.92 24.60015757658334 146.76 0.12557134425386468 1549.23 23.500694943555317
4786.43 1119.54 24.608193053392473 142.15 0.1251664547210044 1540.2 23.512275503954413
4787.68 1091.35 24.568736599101346 141.55 0.12365129349079539 1510.24 23.486085318058564
4788.93 1098.03 24.74362695316742 142.03 0.1240312860367146 1518.32 23.657648578610193
4790.18 1128.35 25.30221323382596 144.26 0.12439923387892703 1555.26 24.213013225337683
4791.43 1154.36 25.906240335464737 146.66 0.12643640396442818 1588.35 24.79920351556507
4792.68 1144.2 26.027518596977544 148.41 0.128328988907185 1583.37 24.903910907053692
4793.93 1153.83 26.45446757937772 149.15 0.12667113770829871 1595.21 25.345375505696786
4795.18 1181.41 26.761931486379357 148.83 0.12795822468209775 1621.83 25.641570089736582
4796.43 1185.51 27.207047583180863 151.38 0.1276697118231591 1633.48 26.089212313095352
4797.68 1188.6 27.069656816815428 153.13 0.129210013531624 1641.75 25.938335156326843
4798.93 1197.31 27.48007932105358 154.14 0.12877090129446475 1653.46 26.35260238723676
4800.18 1200.88 27.701050864028446 153.9 0.1266941232884184 1656.32 26.591757535940385
4801.43 1195.39 27.119645034547265 152.4 0.12625498670212765 1646.38 26.014196646324194
4802.68 1184.3 26.776360047952334 150.75 0.12477555782236951 1630.41 25.683865067062612
4803.93 1158.22 26.170285179161045 149.21 0.1222142036924971 1599.77 25.100216597960518
4805.18 1155.4 25.91371504658824 148.76 0.11970913663823554 1595.62 24.865580033398437
4806.43 1154.67 25.89309531452187 146.3 0.11979697207187084 1587.62 24.84419124229466
4807.68 1149.81 25.926221505822703 146.81 0.11810149740665517 1584.27 24.892162468907703
4808.93 1154.09 25.950452159171448 145.44 0.1172223151998317 1584.5 24.92409096120027
4810.18 1133.55 25.45673975200544 146.18 0.11689010376625873 1566.12 24.43328729137118
4811.43 1140.43 25.584030257649736 145.46 0.11787782628485496 1570.88 24.55192961372613
4812.68 1155.49 25.888138347454742 146.28 0.11870458075340758 1588.38 24.848798905139166
4813.93 1164.49 26.093403724903972 148.8 0.11985296289971534 1604.82 25.044009414849228
4815.18 1188.95 26.35268783589049 150.78 0.12179194105432388 1635.14 25.286316451648027
4816.43 1207.01 26.531187793094027 153.47 0.12583991111593043 1661.16 25.429373674294585
4817.68 1228.96 26.724726600543626 155.0 0.12696778723534116 1687.64 25.613037158235105
4818.93 1220.26 26.492384976343242 156.09 0.12763748168945313 1682.17 25.37483190302705
4820.18 1206.53 25.86433948133183 153.41 0.1276961549799493 1660.5 24.746272683400832
4821.43 1185.98 25.04824685029336 149.46 0.12428635130537317 1628.28 23.96003520560958
4822.68 1191.89 24.889826189797336 148.67 0.12369632720947266 1631.85 23.806780607879574
4823.93 1192.81 24.808147180670638 152.05 0.12354650294527095 1642.76 23.726413412216285
4825.18 1209.51 25.25964164457277 153.47 0.1261632026510036 1663.68 24.15499688822223
4826.43 1220.44 25.03060900986539 153.85 0.12798348284782246 1675.72 23.910026460780884
4827.68 1204.27 24.584214727292565 152.56 0.12575853631851522 1655.75 23.48311310026073
4828.93 1175.84 23.659626133058914 151.01 0.1256178876186939 1622.72 22.55975598117578
4830.18 1181.43 23.940836282170896 149.13 0.12393131256103515 1622.74 22.85573324347518
4831.43 1175.99 23.74888539411222 149.12 0.1245286576291348 1617.27 22.6585521925533
4832.68 1176.37 23.825368582072922 149.87 0.12455241832327335 1619.88 22.734827339455787
4833.93 1201.07 24.389408053047646 152.69 0.12788460102487118 1652.92 23.2696912816616
4835.18 1194.54 24.419431461549088 153.26 0.12837173786569148 1648.07 23.295449475381474
4836.43 1204.97 24.498750328139543 152.53 0.12677831852689703 1656.34 23.388719813401643
4837.68 1219.13 24.924912854881132 153.83 0.12693444515796418 1674.35 23.813515345166003
4838.93 1227.28 25.146560653487438 154.04 0.12630473603593542 1683.12 24.040676675967582
4840.18 1230.93 25.32555510499417 155.94 0.12821350909293966 1692.4 24.20295851948579
4841.43 1239.62 25.626763975367957 157.37 0.12795863861733295 1705.32 24.506398954440307
4842.68 1233.08 25.871107212943766 157.45 0.12576326410821143 1699.01 24.769964190893518
4843.93 1227.37 25.65120582806281 154.18 0.12393097978957156 1683.61 24.566105703007874
4845.18 1204.85 25.07446852435138 152.35 0.12128060929318692 1655.7 24.0125741978946
4846.43 1189.67 24.77917037427997 149.3 0.11910888996530086 1631.49 23.736290929479697
4847.68 1183.97 24.9201004862205 150.32 0.11870460916072764 1628.81 23.88076079517949
4848.93 1199.88 25.54215375062297 150.82 0.11863722293934924 1646.2 24.503404071840144
4850.18 1205.45 25.37440169617152 152.36 0.1188329777819045 1656.33 24.333938050433076
4851.43 1199.19 25.442481263120797 152.95 0.11793015256841131 1651.8 24.40992246695046
4852.68 1183.56 25.248316411047742 150.19 0.11760517282688872 1628.03 24.218603033825637
4853.93 1170.69 25.06720520015633 148.86 0.11418948883705951 1611.22 24.067398462345977
4855.18 1181.53 25.200841075444743 148.79 0.11311866273271276 1621.84 24.21041014941052
4856.43 1185.61 25.602854612068413 150.14 0.11336690212817903 1629.92 24.610250181075855
4857.68 1196.66 26.01919172084196 153.22 0.11475886892765126 1650.06 25.01439967259063
4858.93 1192.33 25.975683408012674 153.29 0.11495263119961353 1645.97 24.96919483911821
4860.18 1188.66 26.032642981340757 151.87 0.11742300074151221 1638.09 25.004524644785313
4861.43 1177.8 25.63636216603464 150.62 0.11510547881430767 1623.52 24.628535312184304
4862.68 1166.52 25.31220442392465 148.01 0.11402368342622797 1604.53 24.313849425399614
4863.93 1169.85 25.08669293974218 147.63 0.11039921780850025 1606.72 24.120072605961433
4865.18 1167.46 25.078898044329513 148.26 0.11214905596793966 1606.19 24.096956685823088
4866.43 1177.68 25.065808049136127 148.89 0.11287461138786153 1618.27 24.077513958825044
4867.68 1181.77 25.09734875582329 151.75 0.11456065076462765 1630.82 24.094292242575804
4868.93 1199.52 25.14904028730272 153.2 0.11665231826457571 1652.87 24.127669800667622
4870.18 1212.15 25.56403974647854 153.13 0.11734292862263132 1665.32 24.53662249585301
4871.43 1195.58 24.992548835610435 151.27 0.11603922336659533 1643.22 23.97654641232478
4872.68 1205.25 24.74263890551644 149.75 0.11513990036984707 1648.39 23.734510667506278
4873.93 1203.91 24.481662376983234 151.03 0.11713666712984126 1650.85 23.45605108619116
4875.18 1176.24 23.531139956433517 150.11 0.11761756653481341 1620.46 22.501318063858417
4876.43 1173.7 23.5244365295573 149.08 0.11631694144390999 1614.87 22.506002495378745
4877.68 1147.3 22.383222353974386 144.82 0.11293429516731425 1575.85 21.394405691529542
4878.93 1116.65 21.43454402867895 142.49 0.1104920894541639 1538.32 20.467110540394827
4880.18 1110.49 21.107403003462792 139.62 0.11044001477829954 1523.67 20.140425464428716
4881.43 1061.87 19.94055806409861 135.35 0.10702501662234043 1462.4 19.0034811595337
4882.68 1002.1 18.508533710926592 126.88 0.1010284220918696 1377.58 17.623961075156828
4883.93 974.4 17.744666237009906 117.12 0.09336609536028923 1320.98 16.927182489819632
4885.18 969.4 17.55412009569943 115.73 0.09154152971632937 1311.88 16.75261166325123
4886.43 995.47 18.036724068788875 122.77 0.09725336521229845 1358.78 17.18520462681349
4887.68 1046.95 19.591860158087293 132.14 0.10395677850601522 1437.98 18.681647767700966
4888.93 1088.92 20.513867931795875 138.95 0.10876623924742354 1500.11 19.561545437375756
4890.18 1116.65 21.12258191748305 143.17 0.11234625552562957 1540.32 20.13891394255615
4891.43 1118.08 21.055396879275683 144.0 0.11117537884002036 1544.22 20.081980727098315
4892.68 1099.32 20.90373557760822 140.65 0.11017253551077336 1515.54 19.939100001714717
4893.93 1082.19 20.65280287953248 137.91 0.1073934108652967 1490.32 19.712500432494007
4895.18 1077.72 20.814929370477202 137.05 0.10522303885601937 1483.3 19.893630008403292
4896.43 1098.95 21.15226406107707 138.75 0.10636104827231549 1509.56 20.221000651579075
4897.68 1129.07 21.940755994629125 142.99 0.10859097825719956 1552.22 20.98996802953115
4898.93 1137.12 22.56503954570743 146.15 0.10955208311689661 1569.63 21.6058364530504
4900.18 1179.11 23.557107916585526 149.22 0.11111293549233295 1620.68 22.58423849844108
4901.43 1180.93 23.89219440514872 150.28 0.11202499308484666 1625.66 22.911339301670598
4902.68 1185.5 24.201310188247938 151.11 0.11172448827865276 1632.66 23.223086208991816
4903.93 1198.49 24.99313714482797 150.37 0.11212705246945645 1643.46 24.011388441935146
4905.18 1194.43 24.856264396558146 149.03 0.11079120635986328 1635.45 23.88621193606601
4906.43 1186.78 25.10682332672548 148.59 0.10991301435105344 1626.5 24.144460035319234
4907.68 1155.94 24.4732537858673 147.92 0.10816128913392412 1593.68 23.526228041661895
4908.93 1139.16 24.272187784988695 144.67 0.1049650435752057 1567.28 23.353147347293095
4910.18 1129.25 23.998791009751756 143.2 0.10386737661158785 1553.02 23.08936139383383
4911.43 1115.39 23.680259604703814 142.65 0.10284662449613531 1537.54 22.779767368688866
4912.68 1105.37 23.486234132637488 140.41 0.10124116857001123 1520.87 22.599798756571243
4913.93 1103.77 23.351389910887175 139.56 0.10080486054116107 1516.78 22.468774708739282
4915.18 1144.95 24.128493021690442 141.35 0.1027222694234645 1563.23 23.229089599022533
4916.43 1190.65 25.06169984233001 147.88 0.10677958143518326 1628.25 24.126771889970023
4917.68 1238.14 26.2529581837693 157.22 0.11255440001792096 1703.39 25.26746776206599
4918.93 1285.33 26.588946730395683 160.72 0.11543347378994556 1760.93 25.57824805716906
4920.18 1292.41 26.765308893934638 164.01 0.11618033064172623 1777.77 25.748070980361156
4921.43 1280.6 26.28882189516281 161.46 0.11726929279083902 1758.39 25.26204937639062
4922.68 1264.17 25.743770187973418 158.74 0.11404901058115857 1733.92 24.74519343295917
4923.93 1239.8 25.031635992582377 156.55 0.11531054719965508 1703.07 24.022013625366753
4925.18 1224.18 24.634600433163566 156.47 0.1140696424119016 1687.21 23.635843032420887
4926.43 1229.11 24.242547595570123 153.72 0.11309038121649559 1684.02 23.252364293470094
4927.68 1235.71 24.029487500326425 155.12 0.11455027803461602 1694.76 23.02652180739402
4928.93 1232.38 23.708664949990947 157.88 0.11689215315149186 1699.6 22.68519454559334
4930.18 1247.37 23.313020664109292 158.28 0.11732843683121053 1715.76 22.28573029898656
4931.43 1224.5 22.820875804651173 156.44 0.11686314521951878 1687.45 21.79765938445239
4932.68 1204.57 21.87106335443181 150.79 0.11351554951769241 1650.81 20.877157414315192
4933.93 1195.38 21.560405251947536 148.57 0.11093749594181142 1635.04 20.58907192654224
4935.18 1196.54 21.51503494795442 150.69 0.11211392828758726 1642.47 20.53340115621143
4936.43 1207.0 21.372091059088408 152.75 0.11415802570099526 1659.03 20.372559802460692
4937.68 1232.57 21.587285197863793 155.28 0.11898383688419423 1692.07 20.545500677949754
4938.93 1233.05 21.66978813116629 157.57 0.11813935624792221 1699.33 20.635397614314126
4940.18 1189.01 21.09896737416912 155.61 0.11446260898671251 1649.49 20.09676928345373
4941.43 1140.65 20.139634319343582 147.61 0.11075405364340925 1577.45 19.169907156185
4942.68 1096.12 19.231405979433603 138.91 0.10402459489538314 1507.19 18.3205998103754
4943.93 1082.91 19.165578321836577 136.22 0.10170915481892039 1486.03 18.275045407462496
4945.18 1102.65 19.581020600469817 138.42 0.10270139815959524 1512.25 18.681799919930413
4946.43 1132.73 20.567744646518687 145.28 0.10717671982785489 1562.66 19.629339477079615
4947.68 1169.65 21.63626803002329 148.72 0.1097416248727352 1609.76 20.675405370215955
4948.93 1193.04 22.16990697042681 150.91 0.11089312776606133 1639.63 21.198962118614933
4950.18 1228.1 23.161811742992 156.01 0.11318741250545421 1689.77 22.170778865878834
4951.43 1256.11 24.13645016457913 159.0 0.11613126308359999 1726.64 23.119641870892053
4952.68 1266.48 24.60771227543428 161.87 0.11646128309533951 1745.48 23.588014431800797
4953.93 1282.81 25.13512492113661 161.83 0.11637046489309757 1761.71 24.11622225271095
4955.18 1266.52 25.058503592781214 159.77 0.11371904738405918 1739.31 24.062815890262506
4956.43 1252.98 25.103037691388973 154.28 0.10898521504503615 1709.54 24.148797914738235
4957.68 1234.32 24.77497336464516 151.94 0.10651521885648686 1683.96 23.842360086692576
4958.93 1198.07 24.565265505225334 152.8 0.105845175398157 1650.25 23.638518914050024
4960.18 1177.95 24.07061778903677 150.09 0.10446832940933552 1622.09 23.15592642212571
4961.43 1176.91 24.60853582543849 146.99 0.10304422581449468 1611.9 23.70631345531481
4962.68 1177.88 24.20262988489752 145.71 0.10207965526174992 1609.06 23.308852986835664
4963.93 1181.69 24.653788601119146 149.37 0.10406613045550407 1623.72 23.742618759946367
4965.18 1230.75 25.99671269967512 155.09 0.10765738791607796 1689.7 25.054098953788685
4966.43 1270.78 26.68806598082077 158.93 0.1102618805905606 1741.09 25.72264812790973
4967.68 1287.2 26.824959656886236 160.86 0.1122812920428337 1763.22 25.841860481491345
4968.93 1297.05 26.719364612751836 159.72 0.11207154456605302 1769.7 25.738101919354193
4970.18 1296.44 26.751247596477587 159.94 0.11150110528824177 1769.74 25.77497948742633
4971.43 1312.68 26.653028819957434 160.45 0.11267965195026804 1787.49 25.666441732289858
4972.68 1319.71 26.89450343906683 162.45 0.11301535342602019 1800.43 25.90497705636634
4973.93 1311.48 26.675487637926445 163.96 0.11419192375020779 1796.7 25.6756595807933
4975.18 1305.11 26.080989720863563 163.06 0.11386505289280668 1787.65 25.08402364068602
4976.43 1287.81 25.431728441585815 162.75 0.11318894650073762 1769.43 24.44068213329929
4977.68 1240.36 24.503813171836377 158.06 0.11163343875966174 1708.09 23.526386393123744
4978.93 1193.0 23.00657263598784 153.05 0.10812215602144282 1645.93 22.059889528831857
4980.18 1165.2 22.128489037219857 145.61 0.10271222540672789 1596.1 21.229173556758454
4981.43 1151.33 21.566815170820888 141.93 0.1003614547404837 1571.33 20.688082288417274
4982.68 1177.06 21.930379374251984 146.31 0.10332181808796335 1610.02 21.025726494733746
4983.93 1205.48 22.36230422395104 152.67 0.10783861850170379 1657.28 21.41810368086942
4985.18 1236.79 22.566437027674954 157.91 0.11217993066665974 1704.08 21.584225340155566
4986.43 1227.84 22.25584595157036 157.59 0.11158209049955327 1694.18 21.278868761843142
4987.68 1223.48 21.747115049380795 154.43 0.11287961919256981 1680.48 20.758777112329177
4988.93 1204.09 21.190101599719995 152.06 0.11057543653122923 1654.08 20.221938351016806
4990.18 1202.22 20.96377613209022 151.12 0.10968812171449052 1649.41 20.00338192886897
4991.43 1179.52 20.38709905439801 149.65 0.10856191756877494 1622.38 19.43656553541752
4992.68 1192.79 20.348936751686768 150.05 0.10969772744686046 1636.83 19.388458443737115
4993.93 1206.91 20.59640682848072 152.21 0.11091356886194108 1657.34 19.62528300095403
4995.18 1223.93 20.788983302793966 155.26 0.11144688383061835 1683.37 19.813189939529014
4996.43 1246.98 21.29318834225535 156.96 0.11395817208797374 1711.45 20.295406940109945
4997.68 1280.42 22.051436390129542 158.47 0.11426950819948886 1749.37 21.050929028307934
4998.93 1255.85 21.775773513835667 158.21 0.11398280935084566 1724.04 20.777776395675843
5000.18 1228.24 21.611169302902912 157.09 0.11296361557980801 1693.1 20.622095920279484
5001.43 1208.34 21.521677733088488 155.38 0.11000388125155834 1668.15 20.558518840087963
5002.68 1178.33 21.314343261148505 152.67 0.11069180103058511 1630.1 20.34516116200923
5003.93 1136.85 20.79573475990798 149.46 0.10811865786288646 1579.14 19.849082281512406
5005.18 1106.2 20.376749199356738 144.51 0.10473013127103765 1533.85 19.459765578859407
5006.43 1098.8 20.20700162078278 140.0 0.10159979069486577 1513.1 19.317426263791766
5007.68 1103.75 20.636270406542316 140.9 0.10041028692367229 1520.71 19.75710996512017
5008.93 1117.93 21.343475730850965 143.95 0.10165902807357463 1543.91 20.4533817102687
5010.18 1161.66 22.41277593626421 149.0 0.1038160892243081 1602.6 21.50379537634863
5011.43 1191.98 23.08287960483054 151.67 0.1051565170288086 1640.8 22.162162686655225
5012.68 1202.86 23.53294281174218 152.84 0.10480003356933594 1655.15 22.615347149019783
5013.93 1204.3 23.74803105214211 152.54 0.10364184683941781 1655.69 22.840576102965308
5015.18 1195.98 23.466775835352028 150.76 0.10339287291181848 1642.12 22.561500822462605
5016.43 1201.11 24.128559679842578 152.83 0.10295569237242354 1653.37 23.227112480295503
5017.68 1194.54 24.10410379263195 153.53 0.10335692953556141 1648.88 23.199143488479095
5018.93 1214.24 24.739042888014296 153.87 0.10424614764274436 1669.58 23.826296873775526
5020.18 1210.89 24.453497530041727 153.82 0.10415431895154588 1666.08 23.541555538529735
5021.43 1194.0 24.092138166059506 152.63 0.10287580693021733 1645.66 23.191390417960935
5022.68 1174.92 23.613008125679013 149.99 0.10117063725248296 1618.77 22.727190299329557
5023.93 1143.02 22.856537168956056 146.46 0.09885822052651264 1576.44 21.99096612579826
5025.18 1157.75 23.238264332585533 145.79 0.09847879612699469 1589.19 22.37601540843353
5026.43 1135.43 22.617554477010703 146.36 0.0975634311107879 1568.53 21.76332019693917
5027.68 1121.3 22.10822012803292 146.14 0.0976155626012924 1553.78 21.253529401260472
5028.93 1128.51 22.097865875459362 144.38 0.09680246799550157 1555.76 21.25029434567804
5030.18 1128.96 21.758808219347667 144.89 0.09685342261131774 1557.74 20.910790547204783
5031.43 1155.93 22.236716244234188 147.15 0.0972885862309882 1591.38 21.38488841825466
5032.68 1160.62 22.2466411654298 148.64 0.09973775173755402 1600.47 21.37336922755858
5033.93 1145.42 21.81799911982653 149.65 0.09985234280850025 1588.28 20.94372385909266
5035.18 1123.81 21.303098143553285 146.32 0.09765748774751704 1556.8 20.448040333574617
5036.43 1087.71 20.05009591835228 141.21 0.09681830710553109 1505.58 19.202385706376216
5037.68 1080.69 19.803742699996928 137.05 0.09481598062718168 1486.25 18.973564219923144
5038.93 1069.34 19.481625539567812 138.01 0.0946962113076068 1477.75 18.652495721449814
5040.18 1086.47 19.644838855540236 140.49 0.0953231283958922 1502.23 18.81021995138376
5041.43 1098.03 19.391094788037623 142.23 0.09711300464386635 1518.93 18.540804298424412
5042.68 1109.65 19.38318597060468 143.05 0.09938181613353973 1532.98 18.51303049133875
5043.93 1119.95 19.461871552974 144.31 0.09979353559778091 1547.01 18.588111189417685
5045.18 1116.1 19.244592661277228 146.12 0.10035606952423745 1548.51 18.365906930109183
5046.43 1124.53 19.341694843044465 145.92 0.10092663866408327 1556.34 18.458013390499485
5047.68 1136.8 19.260471918647116 146.73 0.10256544072577294 1571.0 18.36244163802784
5048.93 1153.18 19.713406884969558 149.16 0.10371808802827875 1594.58 18.80528439226403
5050.18 1148.48 19.23054467587423 148.65 0.1021687203265251 1588.37 18.335987952516962
5051.43 1173.18 19.545417891710425 147.81 0.10372253174477435 1610.58 18.63725649124081
5052.68 1180.1 19.80013219950767 149.92 0.10310028563154505 1623.74 18.897418987508978
5053.93 1202.4 20.326862115422777 152.92 0.10505690067372424 1654.92 19.407017406274964
5055.18 1214.23 20.569200177673327 155.86 0.1082088551622756 1675.45 19.621757960497238
5056.43 1218.95 20.892066953393943 158.3 0.10972844793441448 1687.41 19.9313196666551
5057.68 1212.02 21.05804950195729 157.5 0.10767808467783826 1678.12 20.11525454182715
5058.93 1188.01 20.687642510529948 152.63 0.104512036100347 1639.69 19.772568461774824
5060.18 1157.77 20.24766668191955 147.72 0.10133023363478641 1594.92 19.36045148055789
5061.43 1124.01 19.81161735474102 145.11 0.09912643432617188 1553.41 18.94369791711361
5062.68 1091.94 19.33310948466855 141.93 0.09691715646297373 1511.93 18.484533779251663
5063.93 1059.45 18.8591045355126 136.88 0.09320417769411776 1464.51 18.043038487755588
5065.18 1058.03 18.96532395174106 134.48 0.09003032116179771 1455.98 18.17704717932081
5066.43 1103.33 19.94356308874928 138.68 0.09360007428108377 1513.71 19.124030696767804
5067.68 1158.12 21.391302224483503 146.03 0.0983631986252805 1590.26 20.53006543518091
5068.93 1192.37 22.23089313003526 154.15 0.10328695824805727 1648.52 21.32654547215495
5070.18 1218.07 23.11829150008851 158.38 0.10453201456272855 1686.76 22.203042526289906
5071.43 1202.73 22.628407723786594 156.07 0.10402749650021817 1664.57 21.717576149202067
5072.68 1190.27 22.158800404231524 150.84 0.09949204059357339 1636.64 21.287679834755146
5073.93 1166.93 22.153732938821943 147.8 0.09714475185313123 1604.31 21.303164480771766
5075.18 1164.03 22.022839487363083 147.81 0.09547951880921708 1601.43 21.186851278636077
5076.43 1178.18 22.487222586834662 150.32 0.0985992431640625 1623.02 21.6239190668487
5077.68 1185.65 22.674543374418228 153.36 0.10009524568598321 1639.46 21.79814133357513
5078.93 1219.94 23.4221498692171 156.98 0.10294746236598239 1684.47 22.520774728981053
5080.18 1231.21 23.551075420628493 158.78 0.10258089024969871 1701.09 22.65290986890612
5081.43 1253.99 23.990029070011644 159.54 0.1034168892718376 1726.1 23.08454377753511
5082.68 1270.34 24.048361757663795 159.62 0.10346615568120429 1742.7 23.142445104222833
5083.93 1265.45 24.07443591142467 160.38 0.10475581148837475 1740.07 23.157227443136325
5085.18 1266.68 23.941843738883474 160.34 0.10406111859260721 1741.18 23.030717779983437
5086.43 1241.69 23.320224069926475 158.04 0.10313226009937043 1709.38 22.417230899687357
5087.68 1211.8 22.649835657384912 153.71 0.10091647695987782 1666.68 21.766243177480373
5088.93 1173.39 21.79092507781096 149.77 0.096679813303846 1616.61 20.94442747338293
5090.18 1165.03 21.526996219435546 148.11 0.0956131711919257 1603.32 20.689837793080656
5091.43 1162.59 21.296199426610233 148.86 0.09649649680928982 1603.1 20.451306882930574
5092.68 1172.75 21.546689275249733 151.07 0.09743585383638423 1619.8 20.693572021095726
5093.93 1166.08 20.99708205155532 153.08 0.09835731425183884 1619.09 20.135896783949466
