model mu Z Age M(*+remn) F275_wfc3 F336_WFC3 F435W_WFC F475W_WFC F555W_WFC F606W_WFC F775W_WFC F502N_WFC F550M_WFC F658N_WFC F660N_WFC F439W_WFPC2 F555W_WFPC2 F675W_WFPC2
Ebi3.30Zm1.79T13.5000_iTp0.00_baseFe.fits 1.30 -1.79000 13.50000 0.95000 7.61757 6.88217 6.92263 6.69129 6.32672 6.09512 5.39247 6.52307 6.19726 5.61668 5.66482 6.96326 6.38547 5.69066
Ebi3.30Zm1.79T14.0000_iTp0.00_baseFe.fits 1.30 -1.79000 14.00000 0.94770 7.63280 6.89789 6.94366 6.70945 6.34111 6.10756 5.40136 6.53958 6.21046 5.62604 5.67470 6.98499 6.40035 5.70053
Ebi3.30Zm1.49T00.0300_iTp0.00_baseFe.fits 1.30 -1.49000 0.03000 0.99970 4.55132 4.93818 5.76107 5.75664 5.69948 5.63525 5.36008 5.75811 5.67267 5.42933 5.45875 5.78190 5.71096 5.49622
Ebi3.30Zm1.49T00.0400_iTp0.00_baseFe.fits 1.30 -1.49000 0.04000 0.99960 4.60364 4.96752 5.75427 5.74667 5.68573 5.61985 5.34074 5.74537 5.65762 5.41279 5.44121 5.77464 5.69787 5.47800
Ebi3.30Zm1.49T00.0500_iTp0.00_baseFe.fits 1.30 -1.49000 0.05000 0.99950 4.65389 4.99847 5.75339 5.74350 5.68005 5.61286 5.32793 5.74058 5.65099 5.40307 5.43083 5.77338 5.69259 5.46820
Ebi3.30Zm1.49T00.0600_iTp0.00_baseFe.fits 1.30 -1.49000 0.06000 0.99950 4.68250 5.01690 5.75362 5.74115 5.67415 5.60503 5.31600 5.73606 5.64368 5.39316 5.42045 5.77339 5.68722 5.45705
Ebi3.30Zm1.49T00.0700_iTp0.00_baseFe.fits 1.30 -1.49000 0.07000 0.99930 4.70969 5.04051 5.75338 5.73810 5.66780 5.59706 5.30165 5.73058 5.63625 5.38356 5.41034 5.77276 5.68140 5.44602
Ebi3.30Zm1.49T00.0800_iTp0.00_baseFe.fits 1.30 -1.49000 0.08000 0.99930 4.72484 5.04954 5.75024 5.73107 5.65407 5.57878 5.26982 5.72018 5.61981 5.35752 5.38478 5.76984 5.66878 5.41928
Ebi3.30Zm1.49T00.0900_iTp0.00_baseFe.fits 1.30 -1.49000 0.09000 0.99920 4.75648 5.06423 5.74228 5.71898 5.63592 5.55664 5.22976 5.70426 5.59964 5.32942 5.35689 5.76179 5.65167 5.38960
Ebi3.30Zm1.49T00.1000_iTp0.00_baseFe.fits 1.30 -1.49000 0.10000 0.99900 4.78603 5.07872 5.73225 5.70632 5.61910 5.53613 5.18996 5.68981 5.58091 5.30217 5.32980 5.75160 5.63548 5.36141
Ebi3.30Zm1.49T00.1500_iTp0.00_baseFe.fits 1.30 -1.49000 0.15000 0.99840 4.97230 5.15996 5.73860 5.70216 5.59963 5.50721 5.12706 5.67617 5.55578 5.25773 5.28561 5.75774 5.61858 5.31478
Ebi3.30Zm1.49T00.2000_iTp0.00_baseFe.fits 1.30 -1.49000 0.20000 0.99790 5.06364 5.21319 5.74665 5.70392 5.59277 5.49601 5.10177 5.67232 5.54620 5.23898 5.26713 5.76589 5.61325 5.29561
Ebi3.30Zm1.49T00.2500_iTp0.00_baseFe.fits 1.30 -1.49000 0.25000 0.99740 5.14128 5.26083 5.75743 5.70783 5.58787 5.48619 5.07524 5.67074 5.53816 5.22180 5.24953 5.77630 5.60977 5.27657
Ebi3.30Zm1.49T00.3000_iTp0.00_baseFe.fits 1.30 -1.49000 0.30000 0.99690 5.21725 5.30434 5.77733 5.72411 5.59999 5.49605 5.07905 5.68417 5.54872 5.22859 5.25588 5.79575 5.62243 5.28286
Ebi3.30Zm1.49T00.3500_iTp0.00_baseFe.fits 1.30 -1.49000 0.35000 0.99650 5.26617 5.32544 5.78785 5.73055 5.60078 5.49356 5.06729 5.68752 5.54742 5.22109 5.24832 5.80628 5.62408 5.27449
Ebi3.30Zm1.49T00.4000_iTp0.00_baseFe.fits 1.30 -1.49000 0.40000 0.99600 5.31684 5.35670 5.80023 5.73924 5.60498 5.49509 5.06030 5.69363 5.55006 5.21883 5.24587 5.81839 5.62891 5.27131
Ebi3.30Zm1.49T00.4500_iTp0.00_baseFe.fits 1.30 -1.49000 0.45000 0.99560 5.36311 5.39124 5.81734 5.75267 5.61363 5.50076 5.05507 5.70445 5.55706 5.21977 5.24719 5.83548 5.63823 5.27125
Ebi3.30Zm1.49T00.5000_iTp0.00_baseFe.fits 1.30 -1.49000 0.50000 0.99510 5.39670 5.41956 5.83259 5.76478 5.62140 5.50539 5.04733 5.71413 5.56327 5.21860 5.24665 5.85082 5.64667 5.26914
Ebi3.30Zm1.49T00.6000_iTp0.00_baseFe.fits 1.30 -1.49000 0.60000 0.99430 5.48151 5.48733 5.86089 5.78668 5.63535 5.51388 5.03501 5.73135 5.57454 5.21818 5.24664 5.87902 5.66171 5.26645
Ebi3.30Zm1.49T00.7000_iTp0.00_baseFe.fits 1.30 -1.49000 0.70000 0.99350 5.54597 5.55230 5.89555 5.81325 5.65141 5.52422 5.03128 5.75161 5.58714 5.21882 5.24799 5.91381 5.67940 5.26705
Ebi3.30Zm1.49T00.8000_iTp0.00_baseFe.fits 1.30 -1.49000 0.80000 0.99280 5.63516 5.59692 5.93200 5.83954 5.66279 5.52725 5.01240 5.76962 5.59387 5.20653 5.23780 5.95170 5.69330 5.25568
Ebi3.30Zm1.49T00.9000_iTp0.00_baseFe.fits 1.30 -1.49000 0.90000 0.99210 5.78492 5.66164 5.93322 5.82541 5.62882 5.48215 4.93859 5.74397 5.55366 5.14403 5.17746 5.95359 5.66222 5.19211
Ebi3.30Zm1.49T01.0000_iTp0.00_baseFe.fits 1.30 -1.49000 1.00000 0.99120 5.91728 5.71168 5.93527 5.80898 5.58564 5.42179 4.82808 5.71472 5.50129 5.05580 5.09275 5.95760 5.62311 5.10351
Ebi3.30Zm1.49T01.2500_iTp0.00_baseFe.fits 1.30 -1.49000 1.25000 0.98900 6.21171 5.85522 6.03791 5.89550 5.65027 5.47912 4.88706 5.78865 5.55928 5.10056 5.13870 6.06255 5.69151 5.15506
Ebi3.30Zm1.49T01.5000_iTp0.00_baseFe.fits 1.30 -1.49000 1.50000 0.98720 6.45200 5.96035 6.11055 5.95319 5.68789 5.50739 4.89874 5.83500 5.59076 5.11400 5.15387 6.13736 5.73227 5.17070
Ebi3.30Zm1.49T01.7500_iTp0.00_baseFe.fits 1.30 -1.49000 1.75000 0.98570 6.53822 6.02361 6.18725 6.02756 5.75887 5.57772 4.97278 5.90700 5.66082 5.18187 5.22206 6.21496 5.80384 5.24106
Ebi3.30Zm1.49T02.0000_iTp0.00_baseFe.fits 1.30 -1.49000 2.00000 0.98440 6.62905 6.08009 6.23047 6.06263 5.78373 5.59810 4.98336 5.93616 5.68270 5.19536 5.23656 6.25928 5.83030 5.25511
Ebi3.30Zm1.49T02.2500_iTp0.00_baseFe.fits 1.30 -1.49000 2.25000 0.98320 6.72004 6.14822 6.27684 6.10091 5.81217 5.62190 4.99674 5.96903 5.70814 5.21193 5.25389 6.30653 5.86020 5.27223
Ebi3.30Zm1.49T02.5000_iTp0.00_baseFe.fits 1.30 -1.49000 2.50000 0.98200 6.80636 6.22462 6.33746 6.15806 5.86539 5.67331 5.04437 6.02393 5.76002 5.26011 5.30222 6.36735 5.91395 5.32105
Ebi3.30Zm1.49T02.7500_iTp0.00_baseFe.fits 1.30 -1.49000 2.75000 0.98090 6.88624 6.28216 6.37454 6.18920 5.88933 5.69367 5.05720 6.05130 5.78174 5.27506 5.31763 6.40501 5.93893 5.33641
Ebi3.30Zm1.49T03.0000_iTp0.00_baseFe.fits 1.30 -1.49000 3.00000 0.97990 6.95675 6.32721 6.41142 6.22116 5.91490 5.71598 5.07265 6.08000 5.80536 5.29204 5.33516 6.44273 5.96545 5.35423
Ebi3.30Zm1.49T03.2500_iTp0.00_baseFe.fits 1.30 -1.49000 3.25000 0.97900 7.01487 6.36891 6.45169 6.25787 5.94697 5.74582 5.09798 6.11425 5.83608 5.31789 5.36145 6.48377 5.99819 5.38105
Ebi3.30Zm1.49T03.5000_iTp0.00_baseFe.fits 1.30 -1.49000 3.50000 0.97810 7.07180 6.41222 6.48059 6.28200 5.96526 5.76123 5.10753 6.13532 5.85260 5.32877 5.37278 6.51330 6.01732 5.39265
Ebi3.30Zm1.49T03.7500_iTp0.00_baseFe.fits 1.30 -1.49000 3.75000 0.97720 7.14126 6.46385 6.51013 6.30648 5.98381 5.77694 5.11784 6.15685 5.86924 5.34040 5.38471 6.54326 6.03669 5.40465
Ebi3.30Zm1.49T04.0000_iTp0.00_baseFe.fits 1.30 -1.49000 4.00000 0.97640 7.20369 6.50985 6.53838 6.33033 6.00258 5.79338 5.12972 6.17808 5.88645 5.35343 5.39804 6.57194 6.05614 5.41806
Ebi3.30Zm1.49T04.5000_iTp0.00_baseFe.fits 1.30 -1.49000 4.50000 0.97480 7.32670 6.60341 6.59677 6.38185 6.04650 5.83378 5.16271 6.22568 5.92795 5.38871 5.43369 6.63081 6.10105 5.45377
Ebi3.30Zm1.49T05.0000_iTp0.00_baseFe.fits 1.30 -1.49000 5.00000 0.97330 7.40600 6.65478 6.63857 6.41765 6.07485 5.85836 5.17932 6.25784 5.95404 5.40744 5.45303 6.67370 6.13040 5.47334
Ebi3.30Zm1.49T05.5000_iTp0.00_baseFe.fits 1.30 -1.49000 5.50000 0.97200 7.46836 6.69785 6.67896 6.45288 6.10347 5.88363 5.19814 6.28998 5.98059 5.42733 5.47349 6.71519 6.15991 5.49425
Ebi3.30Zm1.49T06.0000_iTp0.00_baseFe.fits 1.30 -1.49000 6.00000 0.97070 7.53565 6.74779 6.72892 6.49988 6.14643 5.92448 5.23537 6.33517 6.02221 5.46432 5.51081 6.76593 6.20340 5.53246
Ebi3.30Zm1.49T06.5000_iTp0.00_baseFe.fits 1.30 -1.49000 6.50000 0.96950 7.58652 6.77913 6.75887 6.52540 6.16648 5.94198 5.24871 6.35810 6.04064 5.47799 5.52490 6.79682 6.22416 5.54689
Ebi3.30Zm1.49T07.0000_iTp0.00_baseFe.fits 1.30 -1.49000 7.00000 0.96840 7.63247 6.80982 6.78591 6.54915 6.18603 5.95946 5.26300 6.37987 6.05887 5.49222 5.53938 6.82457 6.24430 5.56191
Ebi3.30Zm1.49T07.5000_iTp0.00_baseFe.fits 1.30 -1.49000 7.50000 0.96740 7.67435 6.83916 6.81188 6.57194 6.20510 5.97677 5.27762 6.40067 6.07687 5.50685 5.55430 6.85114 6.26381 5.57715
Ebi3.30Zm1.49T08.0000_iTp0.00_baseFe.fits 1.30 -1.49000 8.00000 0.96640 7.71375 6.86727 6.83723 6.59440 6.22396 5.99394 5.29241 6.42147 6.09461 5.52136 5.56906 6.87711 6.28313 5.59239
Ebi3.30Zm1.49T08.5000_iTp0.00_baseFe.fits 1.30 -1.49000 8.50000 0.96540 7.74964 6.89318 6.86179 6.61612 6.24221 6.01068 5.30736 6.44148 6.11183 5.53580 5.58373 6.90227 6.30185 5.60754
Ebi3.30Zm1.49T09.0000_iTp0.00_baseFe.fits 1.30 -1.49000 9.00000 0.96460 7.75778 6.90783 6.87020 6.62498 6.25144 6.01993 5.31765 6.45060 6.12113 5.54516 5.59294 6.91062 6.31099 5.61700
Ebi3.30Zm1.49T09.5000_iTp0.00_baseFe.fits 1.30 -1.49000 9.50000 0.96370 7.75573 6.91901 6.87553 6.63346 6.26325 6.03307 5.33229 6.46111 6.13362 5.56006 5.60737 6.91534 6.32237 5.63188
Ebi3.30Zm1.49T10.0000_iTp0.00_baseFe.fits 1.30 -1.49000 10.00000 0.96290 7.75059 6.93081 6.88559 6.64503 6.27618 6.04653 5.34651 6.47381 6.14673 5.57426 5.62132 6.92520 6.33509 5.64621
Ebi3.30Zm1.49T10.5000_iTp0.00_baseFe.fits 1.30 -1.49000 10.50000 0.96210 7.76387 6.94560 6.89692 6.65736 6.28922 6.05935 5.35840 6.48697 6.15965 5.58656 5.63357 6.93634 6.34796 5.65863
Ebi3.30Zm1.49T11.0000_iTp0.00_baseFe.fits 1.30 -1.49000 11.00000 0.96140 7.76650 6.96254 6.90773 6.66920 6.30205 6.07215 5.37011 6.49956 6.17247 5.59935 5.64626 6.94677 6.36058 5.67120
Ebi3.30Zm1.49T11.5000_iTp0.00_baseFe.fits 1.30 -1.49000 11.50000 0.95930 7.71988 6.96452 6.92177 6.68307 6.31499 6.08470 5.38326 6.51373 6.18483 5.61227 5.65911 6.96114 6.37358 5.68372
Ebi3.30Zm1.49T12.0000_iTp0.00_baseFe.fits 1.30 -1.49000 12.00000 0.95720 7.75879 6.97966 6.93997 6.70005 6.33054 6.09916 5.39485 6.53027 6.19974 5.62508 5.67205 6.97951 6.38911 5.69661
Ebi3.30Zm1.49T12.5000_iTp0.00_baseFe.fits 1.30 -1.49000 12.50000 0.95500 7.81187 7.00853 6.96411 6.72170 6.34851 6.11494 5.40705 6.55074 6.21644 5.63734 5.68481 7.00433 6.40760 5.70961
Ebi3.30Zm1.49T13.0000_iTp0.00_baseFe.fits 1.30 -1.49000 13.00000 0.95290 7.82599 7.02314 6.98788 6.74322 6.36679 6.13124 5.41921 6.57073 6.23364 5.65022 5.69808 7.02891 6.42625 5.72327
Ebi3.30Zm1.49T13.5000_iTp0.00_baseFe.fits 1.30 -1.49000 13.50000 0.95070 7.84192 7.03864 7.01398 6.76766 6.38858 6.15136 5.43617 6.59434 6.25443 5.66745 5.71576 7.05558 6.44838 5.74114
Ebi3.30Zm1.49T14.0000_iTp0.00_baseFe.fits 1.30 -1.49000 14.00000 0.94980 7.83888 7.04838 7.03745 6.78821 6.40508 6.16579 5.44854 6.61304 6.26964 5.67872 5.72759 7.07989 6.46546 5.75308
Ebi3.30Zm1.26T00.0300_iTp0.00_baseFe.fits 1.30 -1.26000 0.03000 0.99970 4.56549 4.92696 5.74837 5.74204 5.67964 5.61173 5.32304 5.74200 5.65082 5.39848 5.42969 5.77036 5.69219 5.46568
Ebi3.30Zm1.26T00.0400_iTp0.00_baseFe.fits 1.30 -1.26000 0.04000 0.99960 4.62070 4.96418 5.74476 5.73405 5.66646 5.59634 5.30291 5.73013 5.63580 5.38192 5.41154 5.76613 5.67990 5.44662
Ebi3.30Zm1.26T00.0500_iTp0.00_baseFe.fits 1.30 -1.26000 0.05000 0.99950 4.66870 4.99144 5.74665 5.73349 5.66324 5.59191 5.29348 5.72759 5.63167 5.37643 5.40525 5.76756 5.67707 5.44004
Ebi3.30Zm1.26T00.0600_iTp0.00_baseFe.fits 1.30 -1.26000 0.06000 0.99950 4.71657 5.02545 5.75015 5.73355 5.65909 5.58563 5.28153 5.72462 5.62604 5.36707 5.39528 5.77066 5.67361 5.42964
Ebi3.30Zm1.26T00.0700_iTp0.00_baseFe.fits 1.30 -1.26000 0.07000 0.99930 4.75031 5.04883 5.75676 5.73631 5.65626 5.57950 5.26603 5.72427 5.62113 5.35569 5.38411 5.77722 5.67169 5.41750
Ebi3.30Zm1.26T00.0800_iTp0.00_baseFe.fits 1.30 -1.26000 0.08000 0.99930 4.79546 5.06954 5.75530 5.73127 5.64575 5.56531 5.23870 5.71619 5.60852 5.33482 5.36352 5.77577 5.66208 5.39616
Ebi3.30Zm1.26T00.0900_iTp0.00_baseFe.fits 1.30 -1.26000 0.09000 0.99920 4.82226 5.08322 5.75448 5.72685 5.63554 5.55104 5.20597 5.70864 5.59616 5.31350 5.34259 5.77512 5.65282 5.37405
Ebi3.30Zm1.26T00.1000_iTp0.00_baseFe.fits 1.30 -1.26000 0.10000 0.99900 4.85133 5.10147 5.75170 5.72161 5.62662 5.53927 5.17850 5.70148 5.58575 5.29670 5.32607 5.77221 5.64454 5.35625
Ebi3.30Zm1.26T00.1500_iTp0.00_baseFe.fits 1.30 -1.26000 0.15000 0.99850 5.02544 5.18095 5.76535 5.72517 5.61546 5.51899 5.12464 5.69620 5.56950 5.26025 5.29030 5.78593 5.63596 5.31871
Ebi3.30Zm1.26T00.2000_iTp0.00_baseFe.fits 1.30 -1.26000 0.20000 0.99800 5.10371 5.23343 5.78895 5.74054 5.61928 5.51656 5.10273 5.70516 5.56929 5.24688 5.27740 5.80977 5.64171 5.30482
Ebi3.30Zm1.26T00.2500_iTp0.00_baseFe.fits 1.30 -1.26000 0.25000 0.99750 5.17034 5.26977 5.80563 5.75049 5.62008 5.51201 5.08138 5.71028 5.56675 5.23373 5.26437 5.82648 5.64385 5.29073
Ebi3.30Zm1.26T00.3000_iTp0.00_baseFe.fits 1.30 -1.26000 0.30000 0.99700 5.23521 5.30975 5.82655 5.76705 5.63063 5.51892 5.07702 5.72352 5.57500 5.23521 5.26564 5.84739 5.65528 5.29130
Ebi3.30Zm1.26T00.3500_iTp0.00_baseFe.fits 1.30 -1.26000 0.35000 0.99650 5.27827 5.33506 5.83634 5.77403 5.63449 5.52086 5.07163 5.72842 5.57775 5.23483 5.26494 5.85683 5.65954 5.28927
Ebi3.30Zm1.26T00.4000_iTp0.00_baseFe.fits 1.30 -1.26000 0.40000 0.99610 5.34085 5.37434 5.84926 5.78311 5.63897 5.52281 5.06519 5.73444 5.58072 5.23340 5.26302 5.86959 5.66470 5.28661
Ebi3.30Zm1.26T00.4500_iTp0.00_baseFe.fits 1.30 -1.26000 0.45000 0.99570 5.39934 5.42300 5.86526 5.79554 5.64814 5.52986 5.06460 5.74461 5.58863 5.23841 5.26766 5.88472 5.67413 5.28965
Ebi3.30Zm1.26T00.5000_iTp0.00_baseFe.fits 1.30 -1.26000 0.50000 0.99530 5.45157 5.46049 5.88852 5.81330 5.65836 5.53633 5.06772 5.75775 5.59657 5.23918 5.26898 5.90842 5.68544 5.29066
Ebi3.30Zm1.26T00.6000_iTp0.00_baseFe.fits 1.30 -1.26000 0.60000 0.99450 5.55124 5.53473 5.92791 5.84364 5.67697 5.54920 5.06519 5.78080 5.61128 5.24223 5.27295 5.94807 5.70599 5.29357
Ebi3.30Zm1.26T00.7000_iTp0.00_baseFe.fits 1.30 -1.26000 0.70000 0.99370 5.66174 5.60931 5.96836 5.87494 5.69735 5.56322 5.05288 5.80531 5.62799 5.24626 5.27761 5.98843 5.72793 5.29512
Ebi3.30Zm1.26T00.8000_iTp0.00_baseFe.fits 1.30 -1.26000 0.80000 0.99300 5.80148 5.67955 6.00509 5.90513 5.71917 5.57993 5.05432 5.83094 5.64689 5.25457 5.28663 6.02530 5.75088 5.30283
Ebi3.30Zm1.26T00.9000_iTp0.00_baseFe.fits 1.30 -1.26000 0.90000 0.99230 5.95290 5.73600 6.01331 5.90320 5.70350 5.55691 5.01674 5.82154 5.62686 5.21953 5.25284 6.03429 5.73736 5.26861
Ebi3.30Zm1.26T01.0000_iTp0.00_baseFe.fits 1.30 -1.26000 1.00000 0.99160 6.07582 5.77817 5.99982 5.87147 5.64604 5.48307 4.89460 5.77729 5.56077 5.11910 5.15553 6.02259 5.68382 5.16754
Ebi3.30Zm1.26T01.2500_iTp0.00_baseFe.fits 1.30 -1.26000 1.25000 0.98940 6.37383 5.93100 6.11670 5.96647 5.71185 5.53645 4.92995 5.85591 5.61741 5.15287 5.19176 6.14229 5.75417 5.20551
Ebi3.30Zm1.26T01.5000_iTp0.00_baseFe.fits 1.30 -1.26000 1.50000 0.98760 6.46945 5.95738 6.18610 6.01478 5.72820 5.53753 4.90483 5.88796 5.62409 5.12788 5.17076 6.21757 5.77580 5.18648
Ebi3.30Zm1.26T01.7500_iTp0.00_baseFe.fits 1.30 -1.26000 1.75000 0.98610 6.60765 6.07925 6.27333 6.09842 5.80969 5.61937 4.99133 5.96962 5.70474 5.21118 5.25328 6.30402 5.85730 5.26980
Ebi3.30Zm1.26T02.0000_iTp0.00_baseFe.fits 1.30 -1.26000 2.00000 0.98480 6.68306 6.13425 6.31549 6.13319 5.83461 5.63950 5.00203 5.99968 5.72662 5.22321 5.26642 6.34757 5.88373 5.28327
Ebi3.30Zm1.26T02.2500_iTp0.00_baseFe.fits 1.30 -1.26000 2.25000 0.98350 6.78327 6.20052 6.36135 6.17178 5.86447 5.66530 5.01978 6.03363 5.75383 5.24287 5.28664 6.39428 5.91484 5.30364
Ebi3.30Zm1.26T02.5000_iTp0.00_baseFe.fits 1.30 -1.26000 2.50000 0.98240 6.88121 6.27144 6.41992 6.22718 5.91563 5.71414 5.06339 6.08703 5.80358 5.28745 5.33160 6.45339 5.96666 5.34919
Ebi3.30Zm1.26T02.7500_iTp0.00_baseFe.fits 1.30 -1.26000 2.75000 0.98130 6.98560 6.35578 6.46397 6.26556 5.94843 5.74474 5.08978 6.12210 5.83470 5.31504 5.35933 6.49736 6.00022 5.37705
Ebi3.30Zm1.26T03.0000_iTp0.00_baseFe.fits 1.30 -1.26000 3.00000 0.98030 7.09495 6.43744 6.50060 6.29562 5.97209 5.76566 5.10358 6.14829 5.85644 5.33259 5.37687 6.53393 6.02468 5.39410
Ebi3.30Zm1.26T03.2500_iTp0.00_baseFe.fits 1.30 -1.26000 3.25000 0.97940 7.15656 6.48041 6.54123 6.33208 6.00303 5.79384 5.12628 6.18208 5.88566 5.35626 5.40101 6.57543 6.05646 5.41857
Ebi3.30Zm1.26T03.5000_iTp0.00_baseFe.fits 1.30 -1.26000 3.50000 0.97850 7.21723 6.51445 6.57541 6.36159 6.02646 5.81433 5.14159 6.20871 5.90725 5.37195 5.41729 6.61063 6.08077 5.43527
Ebi3.30Zm1.26T03.7500_iTp0.00_baseFe.fits 1.30 -1.26000 3.75000 0.97760 7.25390 6.52598 6.60480 6.38678 6.04559 5.83038 5.15214 6.23113 5.92459 5.38284 5.42889 6.64144 6.10077 5.44734
Ebi3.30Zm1.26T04.0000_iTp0.00_baseFe.fits 1.30 -1.26000 4.00000 0.97680 7.29305 6.54963 6.63378 6.41158 6.06496 5.84713 5.16398 6.25347 5.94233 5.39538 5.44200 6.67145 6.12090 5.46073
Ebi3.30Zm1.26T04.5000_iTp0.00_baseFe.fits 1.30 -1.26000 4.50000 0.97530 7.42163 6.64479 6.69509 6.46636 6.11296 5.89212 5.20226 6.30453 5.98832 5.43583 5.48269 6.73326 6.16976 5.50167
Ebi3.30Zm1.26T05.0000_iTp0.00_baseFe.fits 1.30 -1.26000 5.00000 0.97380 7.50773 6.70061 6.73744 6.50221 6.14116 5.91673 5.21963 6.33671 6.01424 5.45482 5.50233 6.77677 6.19897 5.52164
Ebi3.30Zm1.26T05.5000_iTp0.00_baseFe.fits 1.30 -1.26000 5.50000 0.97250 7.58937 6.75506 6.77811 6.53689 6.16901 5.94143 5.23831 6.36794 6.04006 5.47476 5.52272 6.81836 6.22771 5.54233
Ebi3.30Zm1.26T06.0000_iTp0.00_baseFe.fits 1.30 -1.26000 6.00000 0.97130 7.65620 6.80156 6.81806 6.57189 6.19820 5.96789 5.25964 6.40011 6.06744 5.49710 5.54545 6.85919 6.25765 5.56539
Ebi3.30Zm1.26T06.5000_iTp0.00_baseFe.fits 1.30 -1.26000 6.50000 0.97010 7.70803 6.84340 6.85884 6.60954 6.23207 5.99986 5.28794 6.43618 6.10000 5.52602 5.57471 6.90055 6.29198 5.59494
Ebi3.30Zm1.26T07.0000_iTp0.00_baseFe.fits 1.30 -1.26000 7.00000 0.96900 7.74905 6.87373 6.88792 6.63456 6.25207 6.01735 5.30074 6.45897 6.11843 5.53967 5.58882 6.93050 6.31265 5.60925
Ebi3.30Zm1.26T07.5000_iTp0.00_baseFe.fits 1.30 -1.26000 7.50000 0.96790 7.78544 6.89750 6.91473 6.65837 6.27190 6.03521 5.31483 6.48102 6.13703 5.55440 5.60383 6.95816 6.33305 5.62462
Ebi3.30Zm1.26T08.0000_iTp0.00_baseFe.fits 1.30 -1.26000 8.00000 0.96690 7.82741 6.92752 6.94053 6.68145 6.29176 6.05350 5.32986 6.50239 6.15590 5.57038 5.61997 6.98451 6.35335 5.64092
Ebi3.30Zm1.26T08.5000_iTp0.00_baseFe.fits 1.30 -1.26000 8.50000 0.96600 7.87357 6.96361 6.96343 6.70283 6.31163 6.07255 5.34645 6.52304 6.17527 5.58811 5.63772 7.00751 6.37337 5.65884
Ebi3.30Zm1.26T09.0000_iTp0.00_baseFe.fits 1.30 -1.26000 9.00000 0.96510 7.94303 7.02085 6.98962 6.72460 6.32918 6.08831 5.35902 6.54229 6.19160 5.60166 5.65125 7.03387 6.39146 5.67229
Ebi3.30Zm1.26T09.5000_iTp0.00_baseFe.fits 1.30 -1.26000 9.50000 0.96430 7.95257 7.03403 6.99748 6.73387 6.33970 6.09899 5.37146 6.55237 6.20236 5.61284 5.66223 7.04154 6.40172 5.68335
Ebi3.30Zm1.26T10.0000_iTp0.00_baseFe.fits 1.30 -1.26000 10.00000 0.96350 7.95300 7.04626 7.00051 6.74113 6.35137 6.11214 5.38637 6.56223 6.21502 5.62811 5.67699 7.04376 6.41270 5.69826
Ebi3.30Zm1.26T10.5000_iTp0.00_baseFe.fits 1.30 -1.26000 10.50000 0.96280 7.93134 7.05830 7.00656 6.75037 6.36413 6.12603 5.40051 6.57359 6.22850 5.64354 5.69210 7.04903 6.42488 5.71339
Ebi3.30Zm1.26T11.0000_iTp0.00_baseFe.fits 1.30 -1.26000 11.00000 0.96200 7.91318 7.06785 7.01393 6.76055 6.37715 6.13988 5.41392 6.58577 6.24200 5.65838 5.70678 7.05584 6.43745 5.72807
Ebi3.30Zm1.26T11.5000_iTp0.00_baseFe.fits 1.30 -1.26000 11.50000 0.96130 7.93846 7.08743 7.02289 6.77132 6.38999 6.15320 5.42619 6.59792 6.25514 5.67251 5.72074 7.06419 6.44989 5.74181
Ebi3.30Zm1.26T12.0000_iTp0.00_baseFe.fits 1.30 -1.26000 12.00000 0.95920 7.87042 7.08727 7.03340 6.78308 6.40282 6.16577 5.43709 6.61080 6.26793 5.68446 5.73274 7.07447 6.46244 5.75376
Ebi3.30Zm1.26T12.5000_iTp0.00_baseFe.fits 1.30 -1.26000 12.50000 0.95720 7.90660 7.10038 7.04884 6.79846 6.41738 6.17956 5.44854 6.62641 6.28197 5.69682 5.74540 7.09025 6.47708 5.76636
Ebi3.30Zm1.26T13.0000_iTp0.00_baseFe.fits 1.30 -1.26000 13.00000 0.95510 7.96646 7.13192 7.07327 6.81952 6.43465 6.19476 5.46012 6.64577 6.29802 5.70928 5.75806 7.11513 6.49472 5.77895
Ebi3.30Zm1.26T13.5000_iTp0.00_baseFe.fits 1.30 -1.26000 13.50000 0.95290 8.01942 7.15195 7.09749 6.84100 6.45222 6.21032 5.47177 6.66581 6.31427 5.72150 5.77086 7.14033 6.51280 5.79195
Ebi3.30Zm1.26T14.0000_iTp0.00_baseFe.fits 1.30 -1.26000 14.00000 0.95080 8.02086 7.16668 7.12313 6.86487 6.47361 6.23041 5.49091 6.68874 6.33481 5.73927 5.78899 7.16654 6.53448 5.81054
Ebi3.30Zm0.96T00.0300_iTp0.00_baseFe.fits 1.30 -0.96000 0.03000 0.99970 4.66030 4.99456 5.76169 5.74573 5.66762 5.59061 5.28006 5.73919 5.63206 5.35997 5.39051 5.78397 5.68278 5.42920
Ebi3.30Zm0.96T00.0400_iTp0.00_baseFe.fits 1.30 -0.96000 0.04000 0.99960 4.73594 5.05178 5.77071 5.74810 5.66189 5.58051 5.25738 5.73605 5.62339 5.34478 5.37424 5.79233 5.67810 5.41131
Ebi3.30Zm0.96T00.0500_iTp0.00_baseFe.fits 1.30 -0.96000 0.05000 0.99950 4.77453 5.09027 5.78502 5.75848 5.66730 5.58294 5.24871 5.74311 5.62693 5.34231 5.37145 5.80629 5.68424 5.40796
