wave NSC_spec NSC_spec_var
4699.98876953125 394.3795506666413 39.23082797897908
4701.23876953125 387.08061954792515 19.323048657818315
4702.48876953125 383.03847345934287 19.00907931889483
4703.73876953125 374.3060589860317 17.71250789887767
4704.98876953125 381.21299062518153 18.45268141046987
4706.23876953125 383.26940993600135 18.45523229434662
4707.48876953125 375.04164353667926 17.345094854045065
4708.73876953125 380.7352376655738 17.600278977745795
4709.98876953125 396.53233040068574 18.822090233007103
4711.23876953125 393.07754493119165 18.170297506855032
4712.48876953125 386.63947523153627 18.058271931909267
4713.73876953125 376.2206828761323 17.385030406007584
4714.98876953125 367.7220417459805 16.339376392906455
4716.23876953125 369.6413133714583 16.125776786620406
4717.48876953125 365.75427492566865 15.803176327257725
4718.73876953125 366.63766256328745 15.880926597578156
4719.98876953125 368.3158357434047 15.510837396148906
4721.23876953125 378.5990079586269 16.659249737271765
4722.48876953125 369.65332060408963 16.083086038667243
4723.73876953125 361.8886591286041 16.065009865315655
4724.98876953125 366.2241766864791 16.598962656301236
4726.23876953125 369.07560184131853 16.881346093594367
4727.48876953125 374.2751878560996 17.118567400625693
4728.73876953125 377.0608968284398 17.485517204074107
4729.98876953125 378.4585758630051 18.00346058130767
4731.23876953125 372.4730800234439 18.052097326100064
4732.48876953125 381.85054657073204 18.328934502247563
4733.73876953125 386.45652625453044 18.578479949231482
4734.98876953125 398.38634344191314 19.836893537416252
4736.23876953125 392.5222043548748 19.239703663363148
4737.48876953125 394.31929046244574 19.741268960261397
4738.73876953125 399.40927002991305 20.753447022314887
4739.98876953125 397.9046893981121 20.571527428966355
4741.23876953125 397.0416363396283 21.624917944707946
4742.48876953125 388.71228916204257 20.71856761854664
4743.73876953125 358.4602103465325 18.51873954148709
4744.98876953125 354.402170651833 18.90496782768819
4746.23876953125 362.0698698885615 19.208294652775372
4747.48876953125 369.7823573394352 19.306777012847295
4748.73876953125 381.8501222924273 20.01024349133075
4749.98876953125 389.4049583888906 19.86666812818651
4751.23876953125 385.08498218826116 19.81926802608539
4752.48876953125 369.56259008106315 18.834868776581093
4753.73876953125 384.38992108697676 19.728068326303273
4754.98876953125 394.31774532768713 19.81266323134509
4756.23876953125 376.6524258747262 18.47453581342761
4757.48876953125 378.1750453110681 18.756041241971538
4758.73876953125 382.52503987375536 18.831052450833173
4759.98876953125 386.2358361492513 19.309853315135992
4761.23876953125 384.7527556395866 18.80743305027214
4762.48876953125 391.622973338627 19.241145490138756
4763.73876953125 391.99936158146625 18.4789063420563
4764.98876953125 390.80465884309 18.326146778210695
4766.23876953125 380.2538246049765 17.04983235242505
4767.48876953125 377.2614781437966 17.35450935439562
4768.73876953125 377.1941632840768 17.332053915796777
4769.98876953125 380.90975832556626 17.680301276508466
4771.23876953125 374.75377361967514 17.81045575655449
4772.48876953125 369.53351362226834 17.679398384324095
4773.73876953125 373.4921920662929 18.129664599768837
4774.98876953125 382.94455707902824 18.64065424147595
4776.23876953125 374.9804768119392 18.10204008181565
4777.48876953125 369.4922256750504 17.854604387840368
4778.73876953125 357.31665188792067 17.47271946125518
4779.98876953125 360.1704530627079 18.662916033899908
4781.23876953125 355.9022756504565 17.974156436225776
4782.48876953125 353.0720344072042 17.82262013149662
